ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL,WElo,WSurfElo,WBD,WHand,WBHand,LElo,LSurfElo,LBD,LHand,LBHand
57,Shenzhen ,Shenzhen Open,2018-09-26,ATP250,Outdoor,Hard,2nd Round,3,Nishioka Y.,Shapovalov D.,171.0,31.0,333.0,1295.0,7.0,6.0,3.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,2.62,1.44,2.65,1.53,2.62,1.5,2.76,1.51,,,2.78,1.57,2.61,1.51,1825.7,1791.1,1995-09-27,L,2.0,1946.8,1915.2,1999-04-15,L,1.0
57,Shenzhen ,Shenzhen Open,2018-09-26,ATP250,Outdoor,Hard,2nd Round,3,Norrie C.,Coric B.,73.0,18.0,758.0,1825.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,3.0,1.36,3.5,1.35,3.0,1.36,3.53,1.35,,,3.74,1.36,3.35,1.34,1748.3,1711.7,1995-08-23,L,2.0,1823.7,1772.5,1996-11-14,R,2.0
56,Chengdu,Chengdu Open,2018-09-26,ATP250,Outdoor,Hard,1st Round,3,Berrettini M.,Gunneswaran P.,60.0,164.0,869.0,349.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.28,3.5,1.35,3.5,1.4,3.0,1.32,3.65,,,1.44,3.72,1.35,3.27,1950.8,1863.4,1996-04-12,R,2.0,1601.5,1574.5,1989-11-12,L,2.0
56,Chengdu,Chengdu Open,2018-09-26,ATP250,Outdoor,Hard,2nd Round,3,Tomic B.,Harris L.,123.0,129.0,453.0,439.0,7.0,6.0,2.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.0,1.72,2.05,1.85,2.0,1.83,1.93,1.97,,,2.08,1.97,1.98,1.84,1680.6,1670.0,1992-10-21,R,2.0,,,,,
56,Chengdu,Chengdu Open,2018-09-26,ATP250,Outdoor,Hard,2nd Round,3,Sousa J.,Pospisil V.,50.0,86.0,966.0,677.0,6.0,7.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,1.5,2.5,1.57,2.55,1.57,2.37,1.59,2.52,,,1.67,2.55,1.58,2.41,1734.6,1682.8,1989-03-30,R,2.0,1832.5,1804.6,1990-06-23,R,2.0
56,Chengdu,Chengdu Open,2018-09-27,ATP250,Outdoor,Hard,2nd Round,3,Fognini F.,Bemelmans R.,13.0,114.0,2120.0,492.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.43,3.0,1.4,3.0,1.52,2.73,,,1.52,3.18,1.43,2.86,1891.2,1829.0,1987-05-24,R,2.0,1528.8,1470.6,1988-01-14,L,2.0
56,Chengdu,Chengdu Open,2018-09-27,ATP250,Outdoor,Hard,2nd Round,3,Querrey S.,Basilashvili N.,58.0,35.0,875.0,1277.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.52,2.7,1.5,2.62,1.53,2.68,,,1.58,2.7,1.51,2.6,1848.6,1770.9,1987-10-07,R,2.0,1839.2,1781.6,1992-02-23,R,2.0
57,Shenzhen ,Shenzhen Open,2018-09-27,ATP250,Outdoor,Hard,2nd Round,3,Dzumhur D.,Ramanathan R.,39.0,134.0,1190.0,423.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.43,3.0,1.44,2.75,1.46,2.95,,,1.46,3.26,1.4,2.97,1723.9,1682.0,1992-05-20,R,2.0,1500.1,1455.1,1994-11-08,R,2.0
57,Shenzhen ,Shenzhen Open,2018-09-27,ATP250,Outdoor,Hard,2nd Round,3,De Minaur A.,Mcdonald M.,40.0,80.0,1133.0,714.0,1.0,6.0,7.0,6.0,6.0,0.0,,,,,2.0,1.0,Completed,1.28,3.5,1.32,3.7,1.3,3.4,1.33,3.69,,,1.36,3.8,1.31,3.5,,,,,,1697.1,1682.5,1995-04-16,R,2.0
57,Shenzhen ,Shenzhen Open,2018-09-27,ATP250,Outdoor,Hard,2nd Round,3,Murray A.,Goffin D.,311.0,11.0,155.0,3435.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.61,2.3,1.67,2.25,1.61,2.31,1.69,,,2.43,1.72,2.25,1.65,1864.9,1821.9,1987-05-15,R,2.0,1895.1,1823.3,1990-12-07,R,2.0
57,Shenzhen ,Shenzhen Open,2018-09-27,ATP250,Outdoor,Hard,2nd Round,3,Verdasco F.,Daniel T.,28.0,74.0,1375.0,743.0,3.0,6.0,6.0,2.0,7.0,5.0,,,,,2.0,1.0,Completed,1.28,3.5,1.32,3.7,1.3,3.5,1.33,3.7,,,1.35,3.72,1.31,3.48,1805.3,1762.8,1983-11-15,L,2.0,1618.9,1581.9,1993-01-27,R,2.0
56,Chengdu,Chengdu Open,2018-09-27,ATP250,Outdoor,Hard,2nd Round,3,Ebden M.,Berrettini M.,47.0,60.0,994.0,869.0,6.0,3.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.25,1.57,2.35,1.65,2.25,1.61,2.34,1.68,,,2.4,1.75,2.27,1.65,1641.9,1598.2,1987-11-26,R,2.0,1950.8,1863.4,1996-04-12,R,2.0
56,Chengdu,Chengdu Open,2018-09-27,ATP250,Outdoor,Hard,2nd Round,3,Fritz T.,Kukushkin M.,62.0,87.0,825.0,676.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.8,1.9,1.95,1.95,1.91,1.91,1.93,1.97,,,1.97,2.0,1.87,1.94,,,,,,1778.8,1741.8,1987-12-26,R,2.0
56,Chengdu,Chengdu Open,2018-09-28,ATP250,Outdoor,Hard,Quarterfinals,3,Sousa J.,Jaziri M.,50.0,63.0,966.0,824.0,6.0,1.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.53,2.5,1.57,2.55,1.57,2.37,1.54,2.7,,,1.61,2.7,1.54,2.52,1734.6,1682.8,1989-03-30,R,2.0,1536.0,1511.3,1984-01-20,R,2.0
56,Chengdu,Chengdu Open,2018-09-28,ATP250,Outdoor,Hard,Quarterfinals,3,Tomic B.,Auger-Aliassime F.,123.0,147.0,453.0,402.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.05,1.85,2.0,1.8,2.12,1.83,,,2.12,1.91,2.0,1.83,1680.6,1670.0,1992-10-21,R,2.0,,,,,
56,Chengdu,Chengdu Open,2018-09-28,ATP250,Outdoor,Hard,Quarterfinals,3,Fritz T.,Querrey S.,62.0,58.0,825.0,875.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.37,1.57,2.4,1.62,2.37,1.57,2.6,1.57,,,2.6,1.61,2.45,1.56,,,,,,1848.6,1770.9,1987-10-07,R,2.0
56,Chengdu,Chengdu Open,2018-09-28,ATP250,Outdoor,Hard,Quarterfinals,3,Fognini F.,Ebden M.,13.0,47.0,2120.0,994.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.42,3.1,1.4,3.0,1.45,3.01,,,1.45,3.2,1.4,3.02,1891.2,1829.0,1987-05-24,R,2.0,1641.9,1598.2,1987-11-26,R,2.0
57,Shenzhen ,Shenzhen Open,2018-09-28,ATP250,Outdoor,Hard,Quarterfinals,3,Herbert P.H.,Ramos-Vinolas A.,67.0,52.0,799.0,950.0,6.0,7.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.5,2.62,1.52,2.7,1.5,2.62,1.5,2.83,,,1.52,2.85,1.48,2.68,,,,,,,,,,
57,Shenzhen ,Shenzhen Open,2018-09-28,ATP250,Outdoor,Hard,Quarterfinals,3,De Minaur A.,Dzumhur D.,40.0,39.0,1133.0,1190.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.57,2.37,1.65,2.35,1.61,2.25,1.66,2.4,,,1.68,2.45,1.62,2.33,,,,,,1723.9,1682.0,1992-05-20,R,2.0
57,Shenzhen ,Shenzhen Open,2018-09-28,ATP250,Outdoor,Hard,Quarterfinals,3,Nishioka Y.,Norrie C.,171.0,73.0,333.0,758.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.1,1.72,2.2,1.73,2.2,1.67,2.26,1.73,,,2.26,1.81,2.09,1.76,1825.7,1791.1,1995-09-27,L,2.0,1748.3,1711.7,1995-08-23,L,2.0
57,Shenzhen ,Shenzhen Open,2018-09-28,ATP250,Outdoor,Hard,Quarterfinals,3,Verdasco F.,Murray A.,28.0,311.0,1375.0,155.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.62,1.5,2.6,1.55,2.5,1.53,2.65,1.56,,,2.74,1.59,2.55,1.53,1805.3,1762.8,1983-11-15,L,2.0,1864.9,1821.9,1987-05-15,R,2.0
56,Chengdu,Chengdu Open,2018-09-29,ATP250,Outdoor,Hard,Semifinals,3,Tomic B.,Sousa J.,123.0,50.0,453.0,966.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.9,2.0,1.8,2.0,1.91,2.02,,,1.95,2.08,1.84,1.98,1680.6,1670.0,1992-10-21,R,2.0,1734.6,1682.8,1989-03-30,R,2.0
56,Chengdu,Chengdu Open,2018-09-29,ATP250,Outdoor,Hard,Semifinals,3,Fognini F.,Fritz T.,13.0,62.0,2120.0,825.0,6.0,7.0,6.0,0.0,6.0,3.0,,,,,2.0,1.0,Completed,1.66,2.2,1.7,2.25,1.67,2.2,1.69,2.34,,,1.73,2.34,1.67,2.22,1891.2,1829.0,1987-05-24,R,2.0,,,,,
57,Shenzhen ,Shenzhen Open,2018-09-29,ATP250,Outdoor,Hard,Semifinals,3,Herbert P.H.,De Minaur A.,67.0,40.0,799.0,1133.0,7.0,5.0,2.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.75,1.44,2.7,1.52,2.62,1.5,2.79,1.51,,,2.9,1.51,2.75,1.46,,,,,,,,,,
57,Shenzhen ,Shenzhen Open,2018-09-29,ATP250,Outdoor,Hard,Semifinals,3,Nishioka Y.,Verdasco F.,171.0,28.0,333.0,1375.0,1.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,2.5,1.53,2.55,1.57,2.37,1.57,2.68,1.55,,,2.68,1.63,2.47,1.55,1825.7,1791.1,1995-09-27,L,2.0,1805.3,1762.8,1983-11-15,L,2.0
57,Shenzhen ,Shenzhen Open,2018-09-30,ATP250,Outdoor,Hard,The Final,3,Nishioka Y.,Herbert P.H.,171.0,67.0,333.0,799.0,7.0,5.0,2.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.72,2.1,1.77,2.15,1.73,2.1,1.86,2.07,,,1.88,2.15,1.79,2.05,1825.7,1791.1,1995-09-27,L,2.0,,,,,
56,Chengdu,Chengdu Open,2018-09-30,ATP250,Outdoor,Hard,The Final,3,Tomic B.,Fognini F.,123.0,13.0,453.0,2120.0,6.0,1.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.75,1.44,2.75,1.5,2.62,1.5,2.71,1.54,,,2.8,1.54,2.67,1.49,1680.6,1670.0,1992-10-21,R,2.0,1891.2,1829.0,1987-05-24,R,2.0
59,Tokyo,Rakuten Japan Open Tennis Championships,2018-10-01,ATP500,Outdoor,Hard,1st Round,3,Raonic M.,Mannarino A.,20.0,33.0,1755.0,1285.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.2,4.33,1.24,4.5,1.25,4.0,1.25,4.36,,,1.24,4.8,1.22,4.35,1819.8,1759.2,1990-12-27,R,2.0,1782.0,1727.6,1988-06-29,L,2.0
59,Tokyo,Rakuten Japan Open Tennis Championships,2018-10-01,ATP500,Outdoor,Hard,1st Round,3,Paire B.,Jarry N.,63.0,47.0,850.0,1020.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.53,2.65,1.5,2.62,1.52,2.71,,,1.6,2.75,1.5,2.61,1783.2,1710.2,1989-05-08,R,2.0,1681.9,1554.0,1995-10-11,R,2.0
58,Beijing,China Open,2018-10-01,ATP500,Outdoor,Hard,1st Round,3,Khachanov K.,Querrey S.,24.0,54.0,1605.0,920.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.65,2.4,1.61,2.25,1.59,2.49,,,1.65,2.5,1.57,2.41,1872.7,1817.9,1996-05-21,R,2.0,1848.6,1770.9,1987-10-07,R,2.0
58,Beijing,China Open,2018-10-01,ATP500,Outdoor,Hard,1st Round,3,Edmund K.,Gojowczyk P.,16.0,70.0,1855.0,786.0,3.0,6.0,6.0,1.0,6.0,2.0,,,,,2.0,1.0,Completed,1.44,2.62,1.5,2.85,1.44,2.75,1.53,2.67,,,1.53,2.94,1.48,2.67,1830.1,1797.2,1995-01-08,R,2.0,1639.0,1615.4,1989-07-15,R,2.0
58,Beijing,China Open,2018-10-01,ATP500,Outdoor,Hard,1st Round,3,Lajovic D.,Pospisil V.,55.0,83.0,920.0,687.0,2.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,1.57,2.25,1.7,2.3,1.61,2.25,1.71,2.25,,,1.72,2.38,1.67,2.22,1716.2,1649.5,1990-06-30,R,1.0,1832.5,1804.6,1990-06-23,R,2.0
58,Beijing,China Open,2018-10-01,ATP500,Outdoor,Hard,1st Round,3,Jaziri M.,Wu Y.,61.0,422.0,854.0,91.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.73,2.25,1.67,2.2,1.68,2.3,,,1.73,2.48,1.66,2.24,1536.0,1511.3,1984-01-20,R,2.0,,,,,
59,Tokyo,Rakuten Japan Open Tennis Championships,2018-10-01,ATP500,Outdoor,Hard,1st Round,3,Shapovalov D.,Chung H.,31.0,23.0,1295.0,1630.0,6.0,3.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.66,2.1,1.7,2.25,1.61,2.25,1.63,2.4,,,1.73,2.4,1.66,2.23,1946.8,1915.2,1999-04-15,L,1.0,1796.7,1748.7,1996-05-19,R,2.0
59,Tokyo,Rakuten Japan Open Tennis Championships,2018-10-01,ATP500,Outdoor,Hard,1st Round,3,Watanuki Y.,Haase R.,273.0,44.0,188.0,1045.0,6.0,7.0,6.0,4.0,6.0,1.0,,,,,2.0,1.0,Completed,2.75,1.4,2.7,1.52,2.5,1.53,2.5,1.59,,,2.8,1.61,2.52,1.53,1526.0,1503.2,1998-04-12,,,1659.3,1638.5,1987-04-06,R,2.0
59,Tokyo,Rakuten Japan Open Tennis Championships,2018-10-01,ATP500,Outdoor,Hard,1st Round,3,Nishikori K.,Sugita Y.,12.0,110.0,2520.0,510.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.08,8.0,1.12,7.25,1.11,6.5,1.12,7.43,,,1.14,8.25,1.1,7.15,1936.5,1877.8,1989-12-29,R,2.0,1617.2,1575.5,1988-09-18,R,2.0
59,Tokyo,Rakuten Japan Open Tennis Championships,2018-10-01,ATP500,Outdoor,Hard,1st Round,3,Klizan M.,Johnson S.,51.0,30.0,967.0,1340.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.73,2.2,1.73,2.1,1.81,2.1,,,1.81,2.25,1.71,2.16,1691.6,1664.6,1989-07-11,L,2.0,1725.9,1673.3,1989-12-24,R,2.0
59,Tokyo,Rakuten Japan Open Tennis Championships,2018-10-01,ATP500,Outdoor,Hard,1st Round,3,Medvedev D.,Schwartzman D.,32.0,14.0,1287.0,2110.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.73,2.2,1.67,2.2,1.74,2.2,,,1.74,2.39,1.67,2.22,2064.7,2027.2,1996-02-11,R,2.0,,,,,
58,Beijing,China Open,2018-10-01,ATP500,Outdoor,Hard,1st Round,3,Fucsovics M.,Seppi A.,45.0,46.0,1022.0,1021.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.8,2.15,1.8,2.0,1.83,2.07,,,1.83,2.15,1.78,2.05,1747.4,1712.9,1992-02-08,R,2.0,1753.5,1725.2,1984-02-21,R,2.0
58,Beijing,China Open,2018-10-01,ATP500,Outdoor,Hard,1st Round,3,Lopez F.,Coric B.,71.0,18.0,770.0,1825.0,7.0,5.0,5.0,7.0,7.0,5.0,,,,,2.0,1.0,Completed,3.75,1.25,4,1.3,3.75,1.25,4.28,1.26,,,4.4,1.3,3.97,1.25,1783.4,1724.7,1981-09-20,L,1.0,1823.7,1772.5,1996-11-14,R,2.0
59,Tokyo,Rakuten Japan Open Tennis Championships,2018-10-02,ATP500,Outdoor,Hard,1st Round,3,Gasquet R.,Kudla D.,25.0,65.0,1580.0,815.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.43,3.0,1.4,3.0,1.42,3.06,,,1.43,3.2,1.39,3.0,1793.3,1730.5,1986-06-18,R,1.0,1601.1,1553.2,1992-08-17,R,2.0
59,Tokyo,Rakuten Japan Open Tennis Championships,2018-10-02,ATP500,Outdoor,Hard,1st Round,3,Tiafoe F.,Marterer M.,41.0,57.0,1090.0,903.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.65,2.35,1.61,2.25,1.61,2.44,,,1.65,2.47,1.59,2.37,1739.2,1704.4,1998-01-20,R,2.0,1666.4,1647.0,1995-06-15,L,2.0
59,Tokyo,Rakuten Japan Open Tennis Championships,2018-10-02,ATP500,Outdoor,Hard,1st Round,3,Chardy J.,Dzumhur D.,42.0,40.0,1075.0,1145.0,4.0,6.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,2.0,1.72,2.1,1.8,2.0,1.8,2.0,1.89,,,2.15,1.89,2.06,1.77,1850.6,1792.1,1987-02-12,R,2.0,1723.9,1682.0,1992-05-20,R,2.0
59,Tokyo,Rakuten Japan Open Tennis Championships,2018-10-02,ATP500,Outdoor,Hard,1st Round,3,Wawrinka S.,Fritz T.,74.0,60.0,740.0,858.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.47,2.85,1.44,2.75,1.51,2.74,,,1.51,2.96,1.46,2.72,1920.7,1884.8,1985-03-28,R,1.0,,,,,
59,Tokyo,Rakuten Japan Open Tennis Championships,2018-10-02,ATP500,Outdoor,Hard,1st Round,3,Struff J.L.,Cilic M.,56.0,6.0,910.0,4715.0,3.0,6.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,4.33,1.2,4.6,1.23,4.33,1.2,4.5,1.24,,,5.0,1.24,4.39,1.22,,,,,,1892.6,1840.0,1988-09-28,R,2.0
59,Tokyo,Rakuten Japan Open Tennis Championships,2018-10-02,ATP500,Outdoor,Hard,1st Round,3,Tsitsipas S.,Daniel T.,15.0,72.0,1962.0,763.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.4,3.2,1.36,3.25,1.4,3.2,,,1.4,3.35,1.37,3.13,2067.4,2023.9,1998-08-12,R,1.0,1618.9,1581.9,1993-01-27,R,2.0
58,Beijing,China Open,2018-10-02,ATP500,Outdoor,Hard,1st Round,3,Zverev A.,Bautista Agut R.,5.0,26.0,4890.0,1570.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.35,3.5,1.36,3.25,1.36,3.38,,,1.36,3.68,1.33,3.34,1985.8,1948.1,1997-04-20,R,2.0,,,,,
58,Beijing,China Open,2018-10-02,ATP500,Outdoor,Hard,1st Round,3,Fognini F.,Albot R.,13.0,102.0,2225.0,577.0,1.0,6.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,1.4,2.75,1.45,3.05,1.4,3.0,1.45,2.94,,,1.48,3.2,1.42,2.9,1891.2,1829.0,1987-05-24,R,2.0,1786.9,1751.5,1989-11-11,R,2.0
58,Beijing,China Open,2018-10-02,ATP500,Outdoor,Hard,1st Round,3,Cecchinato M.,Baghdatis M.,22.0,116.0,1735.0,480.0,1.0,6.0,6.0,4.0,7.0,5.0,,,,,2.0,1.0,Completed,2.2,1.61,2.3,1.7,2.25,1.61,2.26,1.7,,,2.3,1.78,2.22,1.67,1626.7,1496.9,1992-09-30,R,1.0,1711.4,1677.9,1985-06-17,R,2.0
58,Beijing,China Open,2018-10-02,ATP500,Outdoor,Hard,1st Round,3,Rublev A.,Sousa J.,68.0,43.0,795.0,1056.0,6.0,0.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.8,2.15,1.73,2.1,1.81,2.09,,,1.85,2.2,1.75,2.09,1957.6,1921.5,1997-10-20,R,2.0,1734.6,1682.8,1989-03-30,R,2.0
58,Beijing,China Open,2018-10-02,ATP500,Outdoor,Hard,1st Round,3,Del Potro J.M.,Ramos-Vinolas A.,4.0,50.0,5980.0,975.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.1,7.0,1.12,8.0,1.08,7.0,1.12,7.14,,,1.13,8.0,1.11,6.91,,,,,,,,,,
58,Beijing,China Open,2018-10-02,ATP500,Outdoor,Hard,1st Round,3,Basilashvili N.,Sock J.,34.0,17.0,1257.0,1850.0,6.0,7.0,7.0,5.0,6.0,2.0,,,,,2.0,1.0,Completed,1.8,1.9,1.88,2.05,1.8,2.0,1.83,2.07,,,1.88,2.1,1.81,2.01,1839.2,1781.6,1992-02-23,R,2.0,,,,,
58,Beijing,China Open,2018-10-02,ATP500,Outdoor,Hard,1st Round,3,Dimitrov G.,Sandgren T.,8.0,59.0,3755.0,862.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,,,1.27,4.3,,,1.22,4.74,,,1.27,4.74,1.24,4.21,1837.8,1805.7,1991-05-16,R,1.0,1685.9,1626.7,1991-07-22,R,2.0
58,Beijing,China Open,2018-10-02,ATP500,Outdoor,Hard,1st Round,3,Krajinovic F.,Zverev M.,36.0,69.0,1222.0,790.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.5,2.85,1.44,2.75,1.45,2.95,,,1.5,3.04,1.44,2.82,1894.8,1845.8,1992-02-27,R,2.0,1597.1,1563.8,1987-08-22,L,2.0
58,Beijing,China Open,2018-10-02,ATP500,Outdoor,Hard,1st Round,3,Verdasco F.,Monfils G.,28.0,39.0,1420.0,1195.0,2.0,6.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.83,1.83,1.96,1.96,1.91,1.91,2.01,1.88,,,2.01,2.08,1.92,1.89,1805.3,1762.8,1983-11-15,L,2.0,1890.5,1862.7,1986-09-01,R,2.0
58,Beijing,China Open,2018-10-02,ATP500,Outdoor,Hard,1st Round,3,Berrettini M.,Mayer L.,58.0,52.0,879.0,965.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.52,2.75,1.5,2.62,1.51,2.74,,,1.52,2.9,1.46,2.74,1950.8,1863.4,1996-04-12,R,2.0,1702.8,1671.9,1987-05-15,R,1.0
58,Beijing,China Open,2018-10-03,ATP500,Outdoor,Hard,2nd Round,3,Lajovic D.,Dimitrov G.,55.0,8.0,920.0,3755.0,6.0,4.0,2.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,3.0,1.36,3.4,1.38,3.0,1.36,3.48,1.36,,,3.66,1.38,3.31,1.34,1716.2,1649.5,1990-06-30,R,1.0,1837.8,1805.7,1991-05-16,R,1.0
58,Beijing,China Open,2018-10-03,ATP500,Outdoor,Hard,2nd Round,3,Edmund K.,Berrettini M.,16.0,58.0,1855.0,879.0,7.0,5.0,6.0,7.0,7.0,5.0,,,,,2.0,1.0,Completed,1.66,2.1,1.73,2.25,1.67,2.2,1.75,2.2,,,1.77,2.25,1.71,2.15,1830.1,1797.2,1995-01-08,R,2.0,1950.8,1863.4,1996-04-12,R,2.0
58,Beijing,China Open,2018-10-03,ATP500,Outdoor,Hard,2nd Round,3,Krajinovic F.,Lopez F.,36.0,71.0,1222.0,770.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.55,2.7,1.53,2.5,1.55,2.64,,,1.55,2.7,1.52,2.56,1894.8,1845.8,1992-02-27,R,2.0,1783.4,1724.7,1981-09-20,L,1.0
58,Beijing,China Open,2018-10-03,ATP500,Outdoor,Hard,2nd Round,3,Del Potro J.M.,Khachanov K.,4.0,24.0,5980.0,1605.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.42,3.2,1.4,3.0,1.42,3.13,,,1.43,3.2,1.39,3.03,,,,,,1872.7,1817.9,1996-05-21,R,2.0
59,Tokyo,Rakuten Japan Open Tennis Championships,2018-10-03,ATP500,Outdoor,Hard,1st Round,3,Anderson K.,Ebden M.,9.0,48.0,3595.0,1019.0,4.0,6.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.2,4.33,1.21,5.0,1.17,5.0,1.23,4.66,,,1.23,5.1,1.21,4.54,,,,,,1641.9,1598.2,1987-11-26,R,2.0
59,Tokyo,Rakuten Japan Open Tennis Championships,2018-10-03,ATP500,Outdoor,Hard,2nd Round,3,Nishikori K.,Paire B.,12.0,63.0,2520.0,850.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.2,4.33,1.25,4.3,1.25,4.0,1.27,4.27,,,1.27,4.45,1.24,4.13,1936.5,1877.8,1989-12-29,R,2.0,1783.2,1710.2,1989-05-08,R,2.0
59,Tokyo,Rakuten Japan Open Tennis Championships,2018-10-03,ATP500,Outdoor,Hard,2nd Round,3,Medvedev D.,Klizan M.,32.0,51.0,1287.0,967.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.72,2.0,1.77,2.15,1.73,2.1,1.77,2.18,,,1.77,2.2,1.73,2.12,2064.7,2027.2,1996-02-11,R,2.0,1691.6,1664.6,1989-07-11,L,2.0
59,Tokyo,Rakuten Japan Open Tennis Championships,2018-10-03,ATP500,Outdoor,Hard,2nd Round,3,Raonic M.,Watanuki Y.,20.0,273.0,1755.0,188.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.11,6.5,1.13,7.0,1.12,6.0,1.13,7.38,,,1.14,7.5,1.12,6.49,1819.8,1759.2,1990-12-27,R,2.0,1526.0,1503.2,1998-04-12,,
59,Tokyo,Rakuten Japan Open Tennis Championships,2018-10-03,ATP500,Outdoor,Hard,2nd Round,3,Shapovalov D.,Wawrinka S.,31.0,74.0,1295.0,740.0,4.0,6.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed,2.37,1.53,2.4,1.62,2.25,1.61,2.28,1.71,,,2.45,1.71,2.34,1.61,1946.8,1915.2,1999-04-15,L,1.0,1920.7,1884.8,1985-03-28,R,1.0
59,Tokyo,Rakuten Japan Open Tennis Championships,2018-10-03,ATP500,Outdoor,Hard,1st Round,3,De Minaur A.,Simon G.,38.0,29.0,1208.0,1345.0,6.0,7.0,7.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.9,1.8,2.05,1.85,2.0,1.8,2.03,1.86,,,2.15,1.87,2.03,1.8,,,,,,1786.5,1747.5,1984-12-27,R,2.0
